Parish,Tract,Week (Thur-Wed),Date for start of week,Date for end of week,Weekly Test Count,Weekly Negative Test Count,Weekly Positive Test Count,Weekly Case Count
Allen,22003950300,4,3/19/20,3/25/20,10,9,1,1
Allen,22003950300,5,3/26/20,4/1/20,8,7,1,1
Allen,22003950300,6,4/2/20,4/8/20,8,8,0,0
Allen,22003950300,7,4/9/20,4/15/20,12,11,1,0
Allen,22003950300,8,4/16/20,4/22/20,6,6,0,0
Allen,22003950300,9,4/23/20,4/29/20,4,4,0,0
Allen,22003950300,10,4/30/20,5/6/20,10,10,0,0
Allen,22003950300,11,5/7/20,5/13/20,6,6,0,0
Allen,22003950300,12,5/14/20,5/20/20,10,10,0,0
Allen,22003950300,13,5/21/20,5/27/20,19,19,0,0
Allen,22003950300,14,5/28/20,6/3/20,161,161,0,0
Allen,22003950300,15,6/4/20,6/10/20,114,112,2,2
Allen,22003950300,16,6/11/20,6/17/20,134,127,7,7
Allen,22003950300,17,6/18/20,6/24/20,186,183,3,2
Allen,22003950300,18,6/25/20,7/1/20,179,172,7,6
Allen,22003950300,19,7/2/20,7/8/20,125,122,3,2
Allen,22003950300,20,7/9/20,7/15/20,207,201,6,5
Allen,22003950300,21,7/16/20,7/22/20,192,180,12,9
Allen,22003950300,22,7/23/20,7/29/20,97,83,14,10
Allen,22003950300,23,7/30/20,8/5/20,202,186,16,12
Allen,22003950300,24,8/6/20,8/12/20,195,178,14,8
Allen,22003950300,25,8/13/20,8/19/20,181,172,8,2
Allen,22003950300,26,8/20/20,8/26/20,177,173,4,0
Allen,22003950300,27,8/27/20,9/2/20,168,166,2,1
Allen,22003950300,28,9/3/20,9/9/20,161,160,1,1
Allen,22003950300,29,9/10/20,9/16/20,175,174,1,0
Allen,22003950300,30,9/17/20,9/23/20,184,156,27,23
Allen,22003950300,31,9/24/20,9/30/20,155,99,56,35
Allen,22003950400,1,2/27/20,3/4/20,0,0,0,0
Allen,22003950400,2,3/5/20,3/11/20,0,0,0,0
Allen,22003950400,3,3/12/20,3/18/20,1,1,0,0
Allen,22003950400,4,3/19/20,3/25/20,8,6,2,2
Allen,22003950400,5,3/26/20,4/1/20,10,9,1,1
Allen,22003950400,6,4/2/20,4/8/20,21,18,3,1
Allen,22003950400,7,4/9/20,4/15/20,17,15,2,1
Allen,22003950400,8,4/16/20,4/22/20,9,7,2,0
Allen,22003950400,9,4/23/20,4/29/20,22,20,2,1
Allen,22003950400,10,4/30/20,5/6/20,15,13,2,0
Allen,22003950400,11,5/7/20,5/13/20,9,7,2,0
Allen,22003950400,12,5/14/20,5/20/20,11,11,0,0
Allen,22003950400,13,5/21/20,5/27/20,24,24,0,0
Allen,22003950400,14,5/28/20,6/3/20,21,19,2,2
Allen,22003950400,15,6/4/20,6/10/20,28,26,2,1
Allen,22003950400,16,6/11/20,6/17/20,50,43,7,3
Allen,22003950400,17,6/18/20,6/24/20,102,87,15,7
Allen,22003950400,18,6/25/20,7/1/20,46,38,8,6
Allen,22003950400,19,7/2/20,7/8/20,45,35,10,7
Allen,22003950400,20,7/9/20,7/15/20,85,60,25,21
Allen,22003950400,21,7/16/20,7/22/20,72,58,14,7
Allen,22003950400,22,7/23/20,7/29/20,46,25,21,16
Allen,22003950400,23,7/30/20,8/5/20,50,43,7,6
Allen,22003950400,24,8/6/20,8/12/20,52,42,10,7
Allen,22003950400,25,8/13/20,8/19/20,40,33,7,4
Allen,22003950400,26,8/20/20,8/26/20,35,33,2,1
Allen,22003950400,27,8/27/20,9/2/20,24,14,10,10
Allen,22003950400,28,9/3/20,9/9/20,32,25,7,6
Allen,22003950400,29,9/10/20,9/16/20,27,18,9,6
Allen,22003950400,30,9/17/20,9/23/20,30,25,5,2
Allen,22003950400,31,9/24/20,9/30/20,25,21,4,3
Allen,22003950500,1,2/27/20,3/4/20,0,0,0,0
Allen,22003950500,2,3/5/20,3/11/20,0,0,0,0
Allen,22003950500,3,3/12/20,3/18/20,3,3,0,0
Allen,22003950500,4,3/19/20,3/25/20,30,30,0,0
Allen,22003950500,5,3/26/20,4/1/20,29,18,11,3
Allen,22003950500,6,4/2/20,4/8/20,49,47,2,1
Allen,22003950500,7,4/9/20,4/15/20,18,15,3,3
Allen,22003950500,8,4/16/20,4/22/20,20,19,1,0
Allen,22003950500,9,4/23/20,4/29/20,14,14,0,0
Allen,22003950500,10,4/30/20,5/6/20,14,14,0,0
Allen,22003950500,11,5/7/20,5/13/20,30,30,0,0
Allen,22003950500,12,5/14/20,5/20/20,150,150,0,0
Allen,22003950500,13,5/21/20,5/27/20,21,20,1,1
Allen,22003950500,14,5/28/20,6/3/20,74,73,1,1
Allen,22003950500,15,6/4/20,6/10/20,73,72,1,1
Allen,22003950500,16,6/11/20,6/17/20,353,338,15,12
Allen,22003950500,17,6/18/20,6/24/20,344,317,27,23
Allen,22003950500,18,6/25/20,7/1/20,334,284,50,38
Allen,22003950500,19,7/2/20,7/8/20,242,195,47,39
Allen,22003950500,20,7/9/20,7/15/20,332,243,87,77
Allen,22003950500,21,7/16/20,7/22/20,515,364,146,134
Allen,22003950500,22,7/23/20,7/29/20,522,445,65,56
Allen,22003950500,23,7/30/20,8/5/20,584,508,73,66
Allen,22003950500,24,8/6/20,8/12/20,439,412,19,16
Allen,22003950500,25,8/13/20,8/19/20,282,271,9,7
Allen,22003950500,26,8/20/20,8/26/20,189,185,4,3
Allen,22003950500,27,8/27/20,9/2/20,16,13,3,3
Allen,22003950500,28,9/3/20,9/9/20,53,44,9,8
Allen,22003950500,29,9/10/20,9/16/20,66,62,4,3
Allen,22003950500,30,9/17/20,9/23/20,87,76,11,10
Allen,22003950500,31,9/24/20,9/30/20,118,85,33,32
Ascension,22005030101,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030101,2,3/5/20,3/11/20,0,0,0,0
Ascension,22005030101,3,3/12/20,3/18/20,21,20,1,1
Ascension,22005030101,4,3/19/20,3/25/20,25,25,0,0
Ascension,22005030101,5,3/26/20,4/1/20,29,25,4,3
Ascension,22005030101,6,4/2/20,4/8/20,16,15,1,1
Ascension,22005030101,7,4/9/20,4/15/20,23,21,2,1
Ascension,22005030101,8,4/16/20,4/22/20,29,23,6,4
Ascension,22005030101,9,4/23/20,4/29/20,20,19,1,1
Ascension,22005030101,10,4/30/20,5/6/20,39,37,2,1
Ascension,22005030101,11,5/7/20,5/13/20,45,45,0,0
Ascension,22005030101,12,5/14/20,5/20/20,27,26,1,0
Ascension,22005030101,13,5/21/20,5/27/20,52,48,4,1
Ascension,22005030101,14,5/28/20,6/3/20,47,43,4,4
Ascension,22005030101,15,6/4/20,6/10/20,41,39,2,2
Ascension,22005030101,16,6/11/20,6/17/20,72,67,5,3
Ascension,22005030101,17,6/18/20,6/24/20,95,84,11,9
Ascension,22005030101,18,6/25/20,7/1/20,94,81,13,9
Ascension,22005030101,19,7/2/20,7/8/20,115,92,23,17
Ascension,22005030101,20,7/9/20,7/15/20,162,140,22,18
Ascension,22005030101,21,7/16/20,7/22/20,120,101,19,14
Ascension,22005030101,22,7/23/20,7/29/20,92,78,14,13
Ascension,22005030101,23,7/30/20,8/5/20,91,74,17,15
Ascension,22005030101,24,8/6/20,8/12/20,74,58,16,15
Ascension,22005030101,25,8/13/20,8/19/20,83,64,19,16
Ascension,22005030101,26,8/20/20,8/26/20,51,42,9,7
Ascension,22005030101,27,8/27/20,9/2/20,58,51,7,6
Ascension,22005030101,28,9/3/20,9/9/20,62,58,4,4
Ascension,22005030101,29,9/10/20,9/16/20,81,69,12,11
Ascension,22005030101,30,9/17/20,9/23/20,56,52,4,3
Ascension,22005030101,31,9/24/20,9/30/20,62,57,5,4
Ascension,22005030102,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030102,2,3/5/20,3/11/20,0,0,0,0
Ascension,22005030102,3,3/12/20,3/18/20,16,12,4,3
Ascension,22005030102,4,3/19/20,3/25/20,34,20,14,8
Ascension,22005030102,5,3/26/20,4/1/20,20,17,3,3
Ascension,22005030102,6,4/2/20,4/8/20,20,18,2,1
Ascension,22005030102,7,4/9/20,4/15/20,14,10,4,2
Ascension,22005030102,8,4/16/20,4/22/20,10,7,3,1
Ascension,22005030102,9,4/23/20,4/29/20,29,24,5,3
Ascension,22005030102,10,4/30/20,5/6/20,20,20,0,0
Ascension,22005030102,11,5/7/20,5/13/20,32,28,4,3
Ascension,22005030102,12,5/14/20,5/20/20,25,25,0,0
Ascension,22005030102,13,5/21/20,5/27/20,32,29,3,2
Ascension,22005030102,14,5/28/20,6/3/20,40,38,2,2
Ascension,22005030102,15,6/4/20,6/10/20,34,34,0,0
Ascension,22005030102,16,6/11/20,6/17/20,40,38,2,1
Ascension,22005030102,17,6/18/20,6/24/20,50,46,4,4
Ascension,22005030102,18,6/25/20,7/1/20,43,35,8,6
Ascension,22005030102,19,7/2/20,7/8/20,73,64,9,6
Ascension,22005030102,20,7/9/20,7/15/20,127,109,18,15
Ascension,22005030102,21,7/16/20,7/22/20,109,94,15,12
Ascension,22005030102,22,7/23/20,7/29/20,67,54,13,9
Ascension,22005030102,23,7/30/20,8/5/20,62,57,5,5
Ascension,22005030102,24,8/6/20,8/12/20,50,44,6,5
Ascension,22005030102,25,8/13/20,8/19/20,54,42,12,11
Ascension,22005030102,26,8/20/20,8/26/20,49,45,4,4
Ascension,22005030102,27,8/27/20,9/2/20,39,33,6,6
Ascension,22005030102,28,9/3/20,9/9/20,38,35,3,2
Ascension,22005030102,29,9/10/20,9/16/20,47,46,1,1
Ascension,22005030102,30,9/17/20,9/23/20,46,43,3,3
Ascension,22005030102,31,9/24/20,9/30/20,39,38,1,1
Ascension,22005030103,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030103,2,3/5/20,3/11/20,1,1,0,0
Ascension,22005030103,3,3/12/20,3/18/20,12,12,0,0
Ascension,22005030103,4,3/19/20,3/25/20,17,17,0,0
Ascension,22005030103,5,3/26/20,4/1/20,17,16,1,1
Ascension,22005030103,6,4/2/20,4/8/20,11,11,0,0
Ascension,22005030103,7,4/9/20,4/15/20,16,11,5,2
Ascension,22005030103,8,4/16/20,4/22/20,13,12,1,1
Ascension,22005030103,9,4/23/20,4/29/20,12,10,0,0
Ascension,22005030103,10,4/30/20,5/6/20,18,18,0,0
Ascension,22005030103,11,5/7/20,5/13/20,25,25,0,0
Ascension,22005030103,12,5/14/20,5/20/20,23,22,1,1
Ascension,22005030103,13,5/21/20,5/27/20,23,23,0,0
Ascension,22005030103,14,5/28/20,6/3/20,32,31,1,1
Ascension,22005030103,15,6/4/20,6/10/20,55,51,4,3
Ascension,22005030103,16,6/11/20,6/17/20,43,40,3,2
Ascension,22005030103,17,6/18/20,6/24/20,56,51,5,4
Ascension,22005030103,18,6/25/20,7/1/20,71,63,8,7
Ascension,22005030103,19,7/2/20,7/8/20,72,67,5,5
Ascension,22005030103,20,7/9/20,7/15/20,104,92,12,11
Ascension,22005030103,21,7/16/20,7/22/20,79,68,11,10
Ascension,22005030103,22,7/23/20,7/29/20,62,48,14,11
Ascension,22005030103,23,7/30/20,8/5/20,71,61,10,7
Ascension,22005030103,24,8/6/20,8/12/20,63,52,10,9
Ascension,22005030103,25,8/13/20,8/19/20,77,66,11,10
Ascension,22005030103,26,8/20/20,8/26/20,43,34,9,7
Ascension,22005030103,27,8/27/20,9/2/20,34,31,3,3
Ascension,22005030103,28,9/3/20,9/9/20,39,32,7,6
Ascension,22005030103,29,9/10/20,9/16/20,81,64,17,17
Ascension,22005030103,30,9/17/20,9/23/20,56,50,6,5
Ascension,22005030103,31,9/24/20,9/30/20,60,57,3,2
Ascension,22005030203,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030203,2,3/5/20,3/11/20,0,0,0,0
Ascension,22005030203,3,3/12/20,3/18/20,29,28,1,1
Ascension,22005030203,4,3/19/20,3/25/20,46,43,3,2
Ascension,22005030203,5,3/26/20,4/1/20,35,29,5,5
Ascension,22005030203,6,4/2/20,4/8/20,49,45,4,3
Ascension,22005030203,7,4/9/20,4/15/20,25,25,0,0
Ascension,22005030203,8,4/16/20,4/22/20,32,29,3,3
Ascension,22005030203,9,4/23/20,4/29/20,30,28,2,2
Ascension,22005030203,10,4/30/20,5/6/20,51,46,5,4
Ascension,22005030203,11,5/7/20,5/13/20,43,39,4,3
Ascension,22005030203,12,5/14/20,5/20/20,44,44,0,0
Ascension,22005030203,13,5/21/20,5/27/20,52,52,0,0
Ascension,22005030203,14,5/28/20,6/3/20,67,66,1,1
Ascension,22005030203,15,6/4/20,6/10/20,64,64,0,0
Ascension,22005030203,16,6/11/20,6/17/20,79,70,9,9
Ascension,22005030203,17,6/18/20,6/24/20,173,145,28,28
Ascension,22005030203,18,6/25/20,7/1/20,187,152,35,29
Ascension,22005030203,19,7/2/20,7/8/20,162,132,30,23
Ascension,22005030203,20,7/9/20,7/15/20,328,285,43,30
Ascension,22005030203,21,7/16/20,7/22/20,288,263,25,21
Ascension,22005030203,22,7/23/20,7/29/20,210,172,38,30
Ascension,22005030203,23,7/30/20,8/5/20,196,171,25,21
Ascension,22005030203,24,8/6/20,8/12/20,153,130,23,19
Ascension,22005030203,25,8/13/20,8/19/20,124,105,19,18
Ascension,22005030203,26,8/20/20,8/26/20,103,97,6,6
Ascension,22005030203,27,8/27/20,9/2/20,123,103,20,15
Ascension,22005030203,28,9/3/20,9/9/20,102,92,10,9
Ascension,22005030203,29,9/10/20,9/16/20,116,103,13,12
Ascension,22005030203,30,9/17/20,9/23/20,102,93,9,8
Ascension,22005030203,31,9/24/20,9/30/20,95,91,4,4
Ascension,22005030204,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030204,2,3/5/20,3/11/20,1,1,0,0
Ascension,22005030204,3,3/12/20,3/18/20,23,22,1,1
Ascension,22005030204,4,3/19/20,3/25/20,68,55,13,8
Ascension,22005030204,5,3/26/20,4/1/20,43,33,9,6
Ascension,22005030204,6,4/2/20,4/8/20,39,32,7,4
Ascension,22005030204,7,4/9/20,4/15/20,25,23,2,1
Ascension,22005030204,8,4/16/20,4/22/20,40,34,6,5
Ascension,22005030204,9,4/23/20,4/29/20,44,40,4,3
Ascension,22005030204,10,4/30/20,5/6/20,43,39,4,3
Ascension,22005030204,11,5/7/20,5/13/20,62,60,2,2
Ascension,22005030204,12,5/14/20,5/20/20,44,42,2,2
Ascension,22005030204,13,5/21/20,5/27/20,57,55,2,1
Ascension,22005030204,14,5/28/20,6/3/20,71,67,4,4
Ascension,22005030204,15,6/4/20,6/10/20,61,57,4,2
Ascension,22005030204,16,6/11/20,6/17/20,88,81,7,4
Ascension,22005030204,17,6/18/20,6/24/20,149,127,22,20
Ascension,22005030204,18,6/25/20,7/1/20,160,130,30,21
Ascension,22005030204,19,7/2/20,7/8/20,210,183,27,23
Ascension,22005030204,20,7/9/20,7/15/20,256,235,21,20
Ascension,22005030204,21,7/16/20,7/22/20,249,227,22,17
Ascension,22005030204,22,7/23/20,7/29/20,162,144,18,16
Ascension,22005030204,23,7/30/20,8/5/20,139,118,21,17
Ascension,22005030204,24,8/6/20,8/12/20,119,103,16,15
Ascension,22005030204,25,8/13/20,8/19/20,103,94,9,7
Ascension,22005030204,26,8/20/20,8/26/20,83,75,8,7
Ascension,22005030204,27,8/27/20,9/2/20,82,71,11,11
Ascension,22005030204,28,9/3/20,9/9/20,91,80,11,9
Ascension,22005030204,29,9/10/20,9/16/20,106,95,11,11
Ascension,22005030204,30,9/17/20,9/23/20,108,105,3,3
Ascension,22005030204,31,9/24/20,9/30/20,81,69,12,12
Ascension,22005030205,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030205,2,3/5/20,3/11/20,0,0,0,0
Ascension,22005030205,3,3/12/20,3/18/20,10,9,1,1
Ascension,22005030205,4,3/19/20,3/25/20,59,42,17,10
Ascension,22005030205,5,3/26/20,4/1/20,41,26,13,7
Ascension,22005030205,6,4/2/20,4/8/20,47,42,5,3
Ascension,22005030205,7,4/9/20,4/15/20,37,26,11,8
Ascension,22005030205,8,4/16/20,4/22/20,34,30,4,3
Ascension,22005030205,9,4/23/20,4/29/20,52,51,1,0
Ascension,22005030205,10,4/30/20,5/6/20,59,56,3,3
Ascension,22005030205,11,5/7/20,5/13/20,43,41,2,1
Ascension,22005030205,12,5/14/20,5/20/20,46,44,2,2
Ascension,22005030205,13,5/21/20,5/27/20,57,55,2,2
Ascension,22005030205,14,5/28/20,6/3/20,71,71,0,0
Ascension,22005030205,15,6/4/20,6/10/20,72,64,8,8
Ascension,22005030205,16,6/11/20,6/17/20,108,99,9,7
Ascension,22005030205,17,6/18/20,6/24/20,128,108,20,14
Ascension,22005030205,18,6/25/20,7/1/20,144,122,22,19
Ascension,22005030205,19,7/2/20,7/8/20,160,124,36,27
Ascension,22005030205,20,7/9/20,7/15/20,287,245,42,34
Ascension,22005030205,21,7/16/20,7/22/20,255,224,31,22
Ascension,22005030205,22,7/23/20,7/29/20,198,180,18,16
Ascension,22005030205,23,7/30/20,8/5/20,176,153,23,19
Ascension,22005030205,24,8/6/20,8/12/20,124,107,17,15
Ascension,22005030205,25,8/13/20,8/19/20,117,102,15,12
Ascension,22005030205,26,8/20/20,8/26/20,105,96,9,7
Ascension,22005030205,27,8/27/20,9/2/20,67,61,6,5
Ascension,22005030205,28,9/3/20,9/9/20,98,89,9,6
Ascension,22005030205,29,9/10/20,9/16/20,103,92,11,10
Ascension,22005030205,30,9/17/20,9/23/20,115,110,5,5
Ascension,22005030205,31,9/24/20,9/30/20,105,104,1,1
Ascension,22005030206,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030206,2,3/5/20,3/11/20,1,1,0,0
Ascension,22005030206,3,3/12/20,3/18/20,28,23,5,4
Ascension,22005030206,4,3/19/20,3/25/20,58,44,14,9
Ascension,22005030206,5,3/26/20,4/1/20,64,51,11,7
Ascension,22005030206,6,4/2/20,4/8/20,39,31,8,7
Ascension,22005030206,7,4/9/20,4/15/20,24,14,10,6
Ascension,22005030206,8,4/16/20,4/22/20,37,28,9,6
Ascension,22005030206,9,4/23/20,4/29/20,36,34,2,1
Ascension,22005030206,10,4/30/20,5/6/20,53,52,1,1
Ascension,22005030206,11,5/7/20,5/13/20,57,54,3,3
Ascension,22005030206,12,5/14/20,5/20/20,35,34,1,1
Ascension,22005030206,13,5/21/20,5/27/20,46,45,1,0
Ascension,22005030206,14,5/28/20,6/3/20,51,47,4,4
Ascension,22005030206,15,6/4/20,6/10/20,70,63,7,6
Ascension,22005030206,16,6/11/20,6/17/20,80,70,10,5
Ascension,22005030206,17,6/18/20,6/24/20,103,93,10,8
Ascension,22005030206,18,6/25/20,7/1/20,123,105,18,14
Ascension,22005030206,19,7/2/20,7/8/20,133,108,25,20
Ascension,22005030206,20,7/9/20,7/15/20,228,195,33,26
Ascension,22005030206,21,7/16/20,7/22/20,216,175,40,34
Ascension,22005030206,22,7/23/20,7/29/20,162,136,26,23
Ascension,22005030206,23,7/30/20,8/5/20,151,123,28,24
Ascension,22005030206,24,8/6/20,8/12/20,82,67,13,8
Ascension,22005030206,25,8/13/20,8/19/20,111,101,10,5
Ascension,22005030206,26,8/20/20,8/26/20,70,65,5,3
Ascension,22005030206,27,8/27/20,9/2/20,60,52,8,6
Ascension,22005030206,28,9/3/20,9/9/20,97,86,11,9
Ascension,22005030206,29,9/10/20,9/16/20,114,106,8,7
Ascension,22005030206,30,9/17/20,9/23/20,88,82,6,6
Ascension,22005030206,31,9/24/20,9/30/20,91,85,6,6
Ascension,22005030300,1,2/27/20,3/4/20,2,2,0,0
Ascension,22005030300,2,3/5/20,3/11/20,0,0,0,0
Ascension,22005030300,3,3/12/20,3/18/20,34,27,7,6
Ascension,22005030300,4,3/19/20,3/25/20,81,56,25,14
Ascension,22005030300,5,3/26/20,4/1/20,66,44,22,14
Ascension,22005030300,6,4/2/20,4/8/20,54,43,11,8
Ascension,22005030300,7,4/9/20,4/15/20,29,22,7,6
Ascension,22005030300,8,4/16/20,4/22/20,51,43,7,5
Ascension,22005030300,9,4/23/20,4/29/20,51,43,8,4
Ascension,22005030300,10,4/30/20,5/6/20,94,78,16,11
Ascension,22005030300,11,5/7/20,5/13/20,83,67,15,8
Ascension,22005030300,12,5/14/20,5/20/20,70,65,5,3
Ascension,22005030300,13,5/21/20,5/27/20,103,101,2,0
Ascension,22005030300,14,5/28/20,6/3/20,97,90,7,5
Ascension,22005030300,15,6/4/20,6/10/20,101,98,3,2
Ascension,22005030300,16,6/11/20,6/17/20,135,119,16,13
Ascension,22005030300,17,6/18/20,6/24/20,175,148,27,23
Ascension,22005030300,18,6/25/20,7/1/20,187,150,37,29
Ascension,22005030300,19,7/2/20,7/8/20,275,226,47,27
Ascension,22005030300,20,7/9/20,7/15/20,427,382,44,38
Ascension,22005030300,21,7/16/20,7/22/20,371,326,44,38
Ascension,22005030300,22,7/23/20,7/29/20,214,188,26,21
Ascension,22005030300,23,7/30/20,8/5/20,232,199,33,28
Ascension,22005030300,24,8/6/20,8/12/20,181,156,25,21
Ascension,22005030300,25,8/13/20,8/19/20,181,154,27,25
Ascension,22005030300,26,8/20/20,8/26/20,102,93,9,8
Ascension,22005030300,27,8/27/20,9/2/20,108,90,18,17
Ascension,22005030300,28,9/3/20,9/9/20,105,98,7,7
Ascension,22005030300,29,9/10/20,9/16/20,159,135,24,20
Ascension,22005030300,30,9/17/20,9/23/20,119,105,14,11
Ascension,22005030300,31,9/24/20,9/30/20,115,104,11,10
Ascension,22005030401,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030401,2,3/5/20,3/11/20,0,0,0,0
Ascension,22005030401,3,3/12/20,3/18/20,6,6,0,0
Ascension,22005030401,4,3/19/20,3/25/20,22,17,5,3
Ascension,22005030401,5,3/26/20,4/1/20,17,9,8,4
Ascension,22005030401,6,4/2/20,4/8/20,21,16,5,3
Ascension,22005030401,7,4/9/20,4/15/20,25,22,3,1
Ascension,22005030401,8,4/16/20,4/22/20,9,7,2,1
Ascension,22005030401,9,4/23/20,4/29/20,17,13,4,3
Ascension,22005030401,10,4/30/20,5/6/20,33,27,6,1
Ascension,22005030401,11,5/7/20,5/13/20,18,15,2,0
Ascension,22005030401,12,5/14/20,5/20/20,22,20,2,0
Ascension,22005030401,13,5/21/20,5/27/20,27,25,2,1
Ascension,22005030401,14,5/28/20,6/3/20,35,31,4,4
Ascension,22005030401,15,6/4/20,6/10/20,31,23,8,7
Ascension,22005030401,16,6/11/20,6/17/20,37,29,8,6
Ascension,22005030401,17,6/18/20,6/24/20,44,35,9,6
Ascension,22005030401,18,6/25/20,7/1/20,62,45,15,8
Ascension,22005030401,19,7/2/20,7/8/20,66,56,9,9
Ascension,22005030401,20,7/9/20,7/15/20,86,77,9,8
Ascension,22005030401,21,7/16/20,7/22/20,87,80,7,5
Ascension,22005030401,22,7/23/20,7/29/20,61,53,8,7
Ascension,22005030401,23,7/30/20,8/5/20,82,70,12,9
Ascension,22005030401,24,8/6/20,8/12/20,62,56,6,5
Ascension,22005030401,25,8/13/20,8/19/20,58,51,7,6
Ascension,22005030401,26,8/20/20,8/26/20,46,39,7,5
Ascension,22005030401,27,8/27/20,9/2/20,42,33,9,8
Ascension,22005030401,28,9/3/20,9/9/20,38,31,6,4
Ascension,22005030401,29,9/10/20,9/16/20,44,41,3,3
Ascension,22005030401,30,9/17/20,9/23/20,55,54,1,1
Ascension,22005030401,31,9/24/20,9/30/20,50,49,1,1
Ascension,22005030402,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030402,2,3/5/20,3/11/20,0,0,0,0
Ascension,22005030402,3,3/12/20,3/18/20,25,22,3,3
Ascension,22005030402,4,3/19/20,3/25/20,50,24,26,13
Ascension,22005030402,5,3/26/20,4/1/20,71,40,30,16
Ascension,22005030402,6,4/2/20,4/8/20,57,41,16,10
Ascension,22005030402,7,4/9/20,4/15/20,61,29,32,18
Ascension,22005030402,8,4/16/20,4/22/20,59,27,32,17
Ascension,22005030402,9,4/23/20,4/29/20,70,49,21,15
Ascension,22005030402,10,4/30/20,5/6/20,57,43,14,10
Ascension,22005030402,11,5/7/20,5/13/20,66,51,14,8
Ascension,22005030402,12,5/14/20,5/20/20,120,109,11,4
Ascension,22005030402,13,5/21/20,5/27/20,83,80,3,0
Ascension,22005030402,14,5/28/20,6/3/20,75,63,12,5
Ascension,22005030402,15,6/4/20,6/10/20,72,57,15,3
Ascension,22005030402,16,6/11/20,6/17/20,176,166,10,4
Ascension,22005030402,17,6/18/20,6/24/20,108,95,13,8
Ascension,22005030402,18,6/25/20,7/1/20,251,235,16,16
Ascension,22005030402,19,7/2/20,7/8/20,225,206,19,12
Ascension,22005030402,20,7/9/20,7/15/20,235,215,20,17
Ascension,22005030402,21,7/16/20,7/22/20,264,240,24,22
Ascension,22005030402,22,7/23/20,7/29/20,223,191,32,27
Ascension,22005030402,23,7/30/20,8/5/20,249,236,13,11
Ascension,22005030402,24,8/6/20,8/12/20,225,207,18,16
Ascension,22005030402,25,8/13/20,8/19/20,137,128,9,6
Ascension,22005030402,26,8/20/20,8/26/20,228,215,13,10
Ascension,22005030402,27,8/27/20,9/2/20,186,172,14,10
Ascension,22005030402,28,9/3/20,9/9/20,283,277,6,4
Ascension,22005030402,29,9/10/20,9/16/20,327,323,4,2
Ascension,22005030402,30,9/17/20,9/23/20,292,285,7,5
Ascension,22005030402,31,9/24/20,9/30/20,240,239,0,0
Ascension,22005030500,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030500,2,3/5/20,3/11/20,0,0,0,0
Ascension,22005030500,3,3/12/20,3/18/20,9,9,0,0
Ascension,22005030500,4,3/19/20,3/25/20,40,27,13,8
Ascension,22005030500,5,3/26/20,4/1/20,32,29,1,1
Ascension,22005030500,6,4/2/20,4/8/20,17,14,3,1
Ascension,22005030500,7,4/9/20,4/15/20,22,17,5,2
Ascension,22005030500,8,4/16/20,4/22/20,30,27,3,1
Ascension,22005030500,9,4/23/20,4/29/20,35,31,4,3
Ascension,22005030500,10,4/30/20,5/6/20,38,38,0,0
Ascension,22005030500,11,5/7/20,5/13/20,47,46,1,1
Ascension,22005030500,12,5/14/20,5/20/20,43,42,1,1
Ascension,22005030500,13,5/21/20,5/27/20,52,50,2,2
Ascension,22005030500,14,5/28/20,6/3/20,39,37,2,2
Ascension,22005030500,15,6/4/20,6/10/20,45,43,2,1
Ascension,22005030500,16,6/11/20,6/17/20,68,61,7,4
Ascension,22005030500,17,6/18/20,6/24/20,84,75,9,8
Ascension,22005030500,18,6/25/20,7/1/20,115,83,32,22
Ascension,22005030500,19,7/2/20,7/8/20,120,100,20,19
Ascension,22005030500,20,7/9/20,7/15/20,211,184,27,21
Ascension,22005030500,21,7/16/20,7/22/20,141,122,19,17
Ascension,22005030500,22,7/23/20,7/29/20,118,102,16,15
Ascension,22005030500,23,7/30/20,8/5/20,100,82,18,14
Ascension,22005030500,24,8/6/20,8/12/20,103,81,21,17
Ascension,22005030500,25,8/13/20,8/19/20,97,82,15,9
Ascension,22005030500,26,8/20/20,8/26/20,75,68,7,7
Ascension,22005030500,27,8/27/20,9/2/20,51,44,7,7
Ascension,22005030500,28,9/3/20,9/9/20,70,62,8,7
Ascension,22005030500,29,9/10/20,9/16/20,70,69,1,1
Ascension,22005030500,30,9/17/20,9/23/20,77,75,2,2
Ascension,22005030500,31,9/24/20,9/30/20,61,57,4,4
Ascension,22005030600,1,2/27/20,3/4/20,0,0,0,0
Ascension,22005030600,2,3/5/20,3/11/20,0,0,0,0
Ascension,22005030600,3,3/12/20,3/18/20,12,10,2,1
Ascension,22005030600,4,3/19/20,3/25/20,17,10,5,3
Ascension,22005030600,5,3/26/20,4/1/20,38,26,12,6
Ascension,22005030600,6,4/2/20,4/8/20,22,11,11,7
